flight_id,origin,destination,date,airline,delay_min
2359,COH,WOB,2024-03-19,Alaska,0
2360,TDM,NAI,2024-02-29,United,18
2361,RVU,YDD,2024-01-22,Delta,0
2362,RNG,ZJO,2024-02-24,JetBlue,0
2363,RVU,WJE,2024-01-12,American,0
2364,CWP,FDY,2024-01-16,Delta,32
2365,GNE,AYW,2024-02-25,Spirit,0
2366,AFQ,GKR,2024-03-04,Delta,40
2367,OTB,GNE,2024-01-27,United,0
2368,FGY,VQW,2024-03-04,Southwest,0
2369,KPN,XCK,2024-01-27,JetBlue,0
2370,ZVZ,VQW,2024-03-27,United,34
2371,EPR,GFY,2024-02-22,Spirit,6
2372,GUL,CKI,2024-02-07,American,0
2373,VSP,ZJO,2024-02-27,United,13
2374,FTR,EYC,2024-03-28,Alaska,20
2375,AFQ,LYW,2024-01-02,Southwest,32
2376,ZQL,MFK,2024-03-29,Southwest,38
2377,YIC,ZVZ,2024-02-19,Alaska,2
2378,WGE,TOU,2024-03-17,American,0
2379,ZNZ,IPF,2024-03-12,Delta,1
2380,USN,OFP,2024-01-31,Southwest,15
2381,SRZ,FHC,2024-03-26,Spirit,0
2382,KBJ,QGM,2024-01-06,Delta,0
2383,ZBF,QCL,2024-03-20,Southwest,16
2384,UEC,SEJ,2024-03-26,American,9
2385,KPN,COH,2024-01-06,JetBlue,10
2386,NDF,RVU,2024-01-22,JetBlue,0
2387,GDX,NCB,2024-02-29,United,5
2388,NAI,ZRA,2024-03-31,JetBlue,0
2389,XCK,GUL,2024-02-03,Delta,27
2390,ZRA,AFN,2024-01-17,Southwest,30
2391,MBT,LHA,2024-02-16,Southwest,0
2392,VQW,RVU,2024-03-19,Spirit,0
2393,PSF,RVU,2024-03-07,American,0
2394,XCK,CWP,2024-02-10,Alaska,0
2395,SIE,PSF,2024-01-20,JetBlue,8
2396,GPX,QPE,2024-02-26,Delta,0
2397,VHB,WJE,2024-01-07,United,0
2398,GFY,LFO,2024-03-01,American,0
2399,PNW,QGM,2024-02-29,Southwest,14
2400,LLM,GDX,2024-01-06,Southwest,11
2401,SRZ,QGM,2024-03-12,Southwest,0
2402,AFQ,GDX,2024-01-15,Spirit,13
2403,FXW,GUL,2024-01-16,American,0
2404,NAI,FBQ,2024-02-06,United,4
2405,CWP,LHA,2024-03-06,Spirit,43
2406,FGY,FDY,2024-03-25,JetBlue,36
2407,ZVZ,EYC,2024-01-01,JetBlue,0
2408,TOL,WIR,2024-01-24,Southwest,26
2409,ZNZ,BJZ,2024-03-04,Alaska,26
2410,IPF,OFP,2024-01-04,American,0
2411,YIC,FAI,2024-02-20,American,26
2412,LKH,GYW,2024-02-11,United,40
2413,CKI,LYW,2024-02-28,Spirit,0
2414,QGM,GPX,2024-03-02,Southwest,0
2415,WYC,FGY,2024-03-17,Alaska,30
2416,XVC,OFP,2024-01-06,Alaska,15
2417,ZJO,OSE,2024-02-11,Alaska,21
2418,YFS,FDY,2024-01-17,United,16
2419,USN,WOB,2024-02-06,American,17
2420,GYL,LHA,2024-01-10,JetBlue,0
2421,FHC,XWH,2024-01-12,Southwest,30
2422,ZBF,NDF,2024-01-31,Spirit,33
2423,RNG,NAI,2024-01-03,Spirit,5
2424,FBQ,PNW,2024-02-19,Spirit,9
2425,RNG,VQW,2024-03-23,Spirit,0
2426,WAS,WJE,2024-01-16,American,20
2427,SIE,XCK,2024-02-09,Alaska,21
2428,FHC,KPN,2024-02-15,Alaska,8
2429,IPF,FTR,2024-03-06,United,32
2430,SIE,OSE,2024-02-19,Southwest,3
2431,FGY,FDY,2024-03-17,Southwest,21
2432,NAI,QAH,2024-02-24,Spirit,0
2433,FTR,KXL,2024-01-24,Southwest,9
2434,WYC,WGE,2024-01-12,Delta,6
2435,UQG,NCB,2024-02-29,Alaska,14
2436,OTB,WOB,2024-03-28,Alaska,2
2437,WJE,GDX,2024-03-08,Alaska,7
2438,WOB,AYW,2024-01-11,American,26
2439,YWE,XCK,2024-01-11,Spirit,1
2440,KFZ,UEC,2024-01-20,United,0
2441,YIC,UEC,2024-02-01,JetBlue,44
2442,WGE,OMU,2024-03-13,Delta,37
2443,PSB,ZNZ,2024-01-06,JetBlue,0
2444,GYW,UQG,2024-02-24,Southwest,23
2445,IPF,YWE,2024-03-25,Alaska,0
2446,FDY,ZBF,2024-02-15,American,15
2447,EYC,LYW,2024-03-05,Delta,15
2448,LLM,TOU,2024-03-25,Southwest,5
2449,NDF,GFY,2024-02-20,Delta,0
2450,LYW,EPR,2024-03-31,American,0
2451,ZRA,LKH,2024-02-28,Spirit,0
2452,HIT,OSE,2024-03-20,Spirit,0
2453,RVU,NCB,2024-01-24,United,8
2454,GFY,LYW,2024-03-18,American,0
2455,GKR,GYW,2024-02-25,JetBlue,23
2456,SFI,XVC,2024-02-20,Delta,39
2457,VHR,CWP,2024-03-24,Southwest,0
2458,AFQ,GGO,2024-02-21,Spirit,14
2459,GPX,LHA,2024-03-18,Alaska,19
2460,SIE,UEC,2024-03-20,Spirit,19
2461,KXL,ABW,2024-03-29,Alaska,11
2462,GGO,GKR,2024-02-20,Spirit,24
2463,UEC,NAI,2024-01-17,United,19
2464,VHR,VHB,2024-01-15,Spirit,0
2465,SFI,YDD,2024-01-25,Spirit,27
2466,CKI,FBQ,2024-03-02,Alaska,27
2467,GUL,WAS,2024-01-31,Southwest,0
2468,WYC,GPQ,2024-01-25,Delta,10
2469,UEC,TOL,2024-02-29,United,23
2470,HZP,WGE,2024-01-03,Delta,5
2471,CWP,WJE,2024-03-30,Southwest,31
2472,SIE,HZP,2024-01-03,Spirit,57
2473,OSE,EYC,2024-02-01,United,0
2474,OMU,FDY,2024-02-20,Delta,0
2475,OFP,VHR,2024-01-14,Alaska,16
2476,GNE,XCK,2024-02-23,Spirit,24
2477,GDX,TOU,2024-03-15,JetBlue,5
2478,YFS,PSB,2024-02-07,Delta,39
2479,SIE,RNG,2024-03-03,JetBlue,0
2480,LKH,FXW,2024-03-19,Alaska,23
2481,SIE,TDM,2024-01-08,JetBlue,0
2482,SFI,WGE,2024-03-14,American,44
2483,PSB,KYZ,2024-02-04,Alaska,49
2484,EPR,HZP,2024-01-15,Southwest,0
2485,ZJO,WOB,2024-02-14,Southwest,0
2486,YDD,XCK,2024-01-03,United,27
2487,VQW,FXW,2024-01-25,Southwest,2
2488,BGR,VAU,2024-01-30,JetBlue,9
2489,OTB,LKH,2024-03-28,American,10
2490,FHC,GNE,2024-03-25,Southwest,0
2491,KPN,OMU,2024-02-19,Southwest,9
2492,GKR,WAS,2024-02-16,Spirit,0
2493,HZP,PNW,2024-03-20,United,0
2494,VQW,GGO,2024-01-12,Alaska,38
2495,KFZ,KPN,2024-01-23,United,0
2496,PNW,FHC,2024-03-03,Delta,26
2497,EPR,GDX,2024-02-08,United,4
2498,FBQ,COH,2024-01-07,Delta,4
2499,SRZ,RVU,2024-02-15,Alaska,25
2500,PNW,NDF,2024-03-05,Delta,16
2501,KYZ,NCB,2024-02-25,Delta,21
2502,ZJO,TDM,2024-01-16,JetBlue,29
2503,OTB,SIE,2024-02-03,American,3
2504,SRZ,TOL,2024-01-06,Spirit,0
2505,COH,FGY,2024-01-20,Spirit,0
2506,GGO,UQG,2024-03-18,Alaska,0
2507,GYW,QGM,2024-01-07,Southwest,68
2508,AFQ,QAH,2024-01-15,Delta,34
2509,KXL,GYW,2024-03-12,Delta,0
2510,QCL,GYW,2024-01-22,Alaska,0
2511,FAI,FBQ,2024-02-16,United,19
2512,YFS,OMU,2024-03-31,Southwest,20
2513,PSF,QCL,2024-03-04,Alaska,20
2514,IPF,WJE,2024-03-23,American,4
2515,OFP,ZQL,2024-01-16,Spirit,7
2516,BLZ,VAU,2024-02-23,Spirit,16
2517,TOL,XVC,2024-02-01,Spirit,11
2518,HZP,NCB,2024-02-06,JetBlue,0
2519,CWP,LYW,2024-02-04,American,5
2520,GNE,QAH,2024-02-23,American,0
2521,WYC,HIT,2024-02-01,United,13
2522,QAH,AYW,2024-02-23,Spirit,69
2523,TDM,ZQL,2024-02-24,Southwest,17
2524,QPD,AFQ,2024-03-07,Spirit,3
2525,YIC,ABW,2024-01-04,Southwest,28
2526,GUL,TOL,2024-01-02,Alaska,19
2527,OGW,KYZ,2024-01-11,American,18
2528,ZRA,RNG,2024-01-22,Southwest,22
2529,GYL,SEJ,2024-01-05,Alaska,51
2530,WOB,WJE,2024-03-14,Delta,0
2531,WYC,GNE,2024-03-25,JetBlue,19
2532,OMU,EPR,2024-02-21,Alaska,0
2533,YDD,PSB,2024-02-08,Alaska,21
2534,LHA,ZRA,2024-02-14,Delta,0
2535,MBT,AYW,2024-03-19,United,1
2536,YDD,RNG,2024-02-27,Alaska,4
2537,FBQ,GCH,2024-03-20,Spirit,29
2538,ZJO,WAS,2024-02-26,Alaska,28
2539,BGR,WAS,2024-02-21,Spirit,0
2540,BLZ,UEC,2024-01-11,Delta,11
2541,GPQ,OFP,2024-02-19,Alaska,0
2542,FXW,TOU,2024-01-17,JetBlue,0
2543,GCH,VQW,2024-01-28,Delta,5
2544,UQG,PSB,2024-02-09,JetBlue,3
2545,NCB,QAH,2024-03-22,United,58
2546,SFI,CKI,2024-03-10,JetBlue,18
2547,RVU,VSP,2024-02-08,Alaska,0
2548,WGE,QCL,2024-01-15,Alaska,0
2549,GYL,FTR,2024-02-03,Alaska,30
2550,QCL,SRZ,2024-01-16,Delta,51
2551,QAH,WAS,2024-01-16,Southwest,0
2552,UEC,WIR,2024-01-01,Southwest,0
2553,NCB,VSP,2024-03-15,JetBlue,47
2554,GNE,WYC,2024-03-26,JetBlue,17
2555,KBJ,TDM,2024-02-14,American,0
2556,VQW,HIT,2024-03-14,Alaska,20
2557,ZQL,GNE,2024-02-18,JetBlue,0
2558,TOU,BJZ,2024-01-14,American,10
2559,OGW,EYC,2024-01-25,Spirit,16
2560,ZQO,ABW,2024-02-28,Delta,28
2561,GUL,GNE,2024-02-24,Spirit,0
2562,QPD,LYW,2024-01-12,Delta,11
2563,WGE,KPN,2024-03-01,United,0
2564,OSE,ZNZ,2024-02-17,Alaska,15
2565,AYW,RNG,2024-03-16,JetBlue,0
2566,OGW,ZQO,2024-02-20,Spirit,1
2567,RVU,EYC,2024-03-04,Alaska,0
2568,WGE,VAU,2024-03-29,Southwest,23
2569,YFS,EPR,2024-01-21,United,27
2570,QCL,KPN,2024-03-03,Alaska,5
2571,AFQ,KPN,2024-03-31,JetBlue,10
2572,AYW,FAI,2024-03-29,United,0
2573,AFQ,HZP,2024-01-05,Alaska,4
2574,PNW,COH,2024-02-17,Delta,8
2575,FHC,QPD,2024-01-15,Delta,62
2576,FTR,WIR,2024-02-07,Delta,0
2577,OGW,WJE,2024-01-16,American,39
2578,CQU,FTR,2024-02-08,American,29
2579,SIE,CKI,2024-01-19,United,15
2580,LKH,EPR,2024-01-07,American,45
2581,VQW,ZVZ,2024-01-24,Spirit,17
2582,TOU,SIE,2024-01-01,Delta,17
2583,PSB,BGR,2024-01-09,Spirit,8
2584,AFN,EPR,2024-03-02,JetBlue,34
2585,CQU,FDY,2024-02-27,American,31
2586,XWH,HZP,2024-03-18,United,0
2587,PSF,ZQL,2024-03-05,Alaska,0
2588,AFQ,PSF,2024-02-27,Alaska,5
2589,OSE,WJE,2024-02-11,Delta,0
2590,ZJO,HIT,2024-03-20,Southwest,8
2591,QJJ,TDM,2024-02-20,American,34
2592,GCH,AFN,2024-03-26,Southwest,0
2593,TOU,MBT,2024-03-23,Delta,9
2594,CWP,QGM,2024-01-04,JetBlue,11
2595,WYC,TOL,2024-03-31,American,26
2596,COH,WOB,2024-01-16,Alaska,0
2597,COH,LYW,2024-01-25,JetBlue,0
2598,GCH,WIR,2024-01-07,JetBlue,14
2599,OGW,VHB,2024-03-01,JetBlue,34
2600,SFI,FAI,2024-03-25,JetBlue,0
2601,GFY,SFI,2024-02-05,Spirit,0
2602,FBQ,BJZ,2024-03-31,Spirit,22
2603,EYC,VAU,2024-01-11,Spirit,0
2604,GPQ,FHC,2024-02-11,Southwest,0
2605,LKH,AFN,2024-03-03,Spirit,0
2606,SFI,NCB,2024-02-25,United,6
2607,EPR,CKI,2024-03-08,American,0
2608,XWH,ZBF,2024-01-12,Delta,0
2609,IPF,GCH,2024-01-22,American,27
2610,GUL,GFY,2024-02-02,Spirit,35
2611,NAI,WJE,2024-02-09,Southwest,23
2612,GKR,CWP,2024-01-08,JetBlue,0
2613,MFK,GFY,2024-01-04,Alaska,5
2614,GYL,UEC,2024-02-19,Delta,9
2615,ZRA,GUL,2024-02-22,American,21
2616,RVU,XWH,2024-01-16,Delta,23
2617,BLZ,VSP,2024-03-17,JetBlue,0
2618,VSP,GDX,2024-03-06,Spirit,11
2619,QCL,QJJ,2024-01-15,American,19
2620,GYL,ZRA,2024-02-29,JetBlue,39
2621,QPD,KYZ,2024-03-02,Delta,24
2622,QPD,QPE,2024-01-30,Delta,25
2623,FGY,PSB,2024-03-16,Alaska,11
2624,IPF,BJZ,2024-03-12,Alaska,38
2625,KPN,UEC,2024-03-13,Southwest,18
2626,OSE,LYW,2024-03-22,JetBlue,0
2627,FBQ,GUL,2024-02-17,JetBlue,38
2628,CWP,BJZ,2024-03-09,Southwest,23
2629,COH,OSE,2024-01-06,Delta,1
2630,YWE,ZJO,2024-02-07,Alaska,0
2631,CWP,XVC,2024-01-08,Southwest,15
2632,FGY,KBJ,2024-02-02,Spirit,19
2633,YIC,XWH,2024-02-14,Spirit,13
2634,WYC,ZVZ,2024-03-15,Spirit,16
2635,UQG,VQW,2024-01-06,United,43
2636,TOU,GPQ,2024-03-13,Delta,31
2637,UEC,NAI,2024-02-20,Alaska,13
2638,FAI,ZQL,2024-03-12,American,28
2639,XCK,FBQ,2024-03-19,JetBlue,0
2640,ZRA,YIC,2024-02-13,Alaska,17
2641,RVU,QAH,2024-03-31,Southwest,46
2642,FGY,BJZ,2024-03-25,American,5
2643,NCB,FBQ,2024-02-28,JetBlue,0
2644,OFP,SFI,2024-03-29,United,0
2645,WOB,XVC,2024-03-18,Southwest,0
2646,XVC,VHR,2024-03-27,United,0
2647,QPD,COH,2024-03-30,Alaska,2
2648,SIE,PSF,2024-02-20,JetBlue,0
2649,LYW,WAS,2024-03-24,Delta,10
2650,GPQ,CKI,2024-03-26,Southwest,28
2651,GKR,FAI,2024-02-15,Spirit,0
2652,XWH,KBJ,2024-02-15,Southwest,40
2653,NDF,TOL,2024-03-30,Delta,20
2654,FAI,YWE,2024-02-17,United,30
2655,VAU,VHR,2024-01-29,Alaska,0
2656,SFI,PSF,2024-02-05,Alaska,27
2657,QGM,SRZ,2024-01-25,Delta,0
2658,KXL,WYC,2024-02-08,Spirit,27
2659,GNE,OTB,2024-01-30,Southwest,13
2660,ABW,LFO,2024-02-05,Southwest,21
2661,QGM,FHC,2024-01-27,Delta,0
2662,BLZ,QPE,2024-02-20,Delta,0
2663,MBT,FDY,2024-03-05,Southwest,21
2664,CWP,PSB,2024-01-25,Alaska,0
2665,TOU,FDY,2024-03-27,Alaska,19
2666,FHC,FDY,2024-01-23,Delta,0
2667,LKH,KPN,2024-01-09,United,26
2668,RVU,FDY,2024-01-30,JetBlue,0
2669,YFS,MBT,2024-01-25,Spirit,21
2670,GKR,SFI,2024-03-29,Alaska,22
2671,GPQ,KXL,2024-02-02,Alaska,0
2672,COH,AFQ,2024-01-01,Southwest,21
2673,WOB,GKR,2024-03-24,Delta,15
2674,MFK,XCK,2024-02-22,American,0
2675,FAI,YIC,2024-03-07,Southwest,0
2676,GDX,ABW,2024-03-07,Spirit,0
2677,AFN,FXW,2024-01-29,Delta,16
2678,MBT,EPR,2024-03-09,Southwest,0
2679,ZRA,XVC,2024-02-20,United,11
2680,OFP,LYW,2024-03-14,Spirit,4
2681,CKI,TOU,2024-01-29,Alaska,23
2682,WGE,ZNZ,2024-02-01,United,3
2683,CWP,OFP,2024-02-09,Delta,3
2684,WYC,IPF,2024-01-04,Southwest,24
2685,XCK,CKI,2024-03-16,Spirit,16
2686,WYC,OFP,2024-02-02,United,16
2687,GYW,HZP,2024-01-31,American,19
2688,USN,OFP,2024-03-07,Spirit,0
2689,VSP,ZNZ,2024-03-17,JetBlue,25
2690,VAU,PSF,2024-01-13,Alaska,22
2691,OSE,EYC,2024-01-16,Delta,0
2692,GYL,LFO,2024-02-18,American,5
2693,GGO,KYZ,2024-01-17,Delta,9
2694,VAU,GYL,2024-02-08,JetBlue,7
2695,WYC,XCK,2024-01-09,Delta,16
2696,GKR,GYL,2024-03-12,Delta,38
2697,OMU,XWH,2024-02-21,Delta,31
2698,ZJO,QAH,2024-02-22,United,0
2699,KBJ,GPX,2024-03-20,Delta,22
2700,AFQ,QJJ,2024-02-29,Spirit,36
2701,WGE,ZJO,2024-03-20,Delta,17
2702,NCB,WAS,2024-03-27,Spirit,31
2703,CKI,AFQ,2024-03-07,American,50
2704,LKH,VHB,2024-01-14,Delta,30
2705,VHR,KBJ,2024-01-09,JetBlue,14
2706,VHB,WIR,2024-01-17,Alaska,30
2707,UQG,ZBF,2024-02-15,Southwest,12
2708,KFZ,FXW,2024-03-20,Southwest,10
2709,GFY,BJZ,2024-01-18,Spirit,2
2710,AFN,GYL,2024-01-17,American,41
2711,EYC,XCK,2024-03-06,Alaska,0
2712,QAH,SRZ,2024-02-09,JetBlue,40
2713,GCH,ZQO,2024-01-19,United,19
2714,HZP,CQU,2024-03-18,American,0
2715,OMU,FTR,2024-01-02,JetBlue,17
2716,LKH,GPX,2024-03-27,United,0
2717,GYL,VSP,2024-03-05,Spirit,22
2718,COH,USN,2024-02-24,American,27
2719,BLZ,QPE,2024-01-26,Spirit,0
2720,KYZ,NCB,2024-01-25,Alaska,12
2721,HZP,GGO,2024-03-29,Southwest,49
2722,KBJ,GGO,2024-02-12,Spirit,0
2723,EYC,FDY,2024-02-12,JetBlue,0
2724,UEC,EPR,2024-02-12,United,39
2725,GYW,AFQ,2024-01-06,Southwest,49
2726,OTB,XVC,2024-03-22,United,10
2727,GGO,TDM,2024-02-29,JetBlue,30
2728,ZVZ,VSP,2024-03-02,Alaska,36
2729,TOL,OFP,2024-02-18,United,0
2730,RNG,GFY,2024-01-01,American,0
2731,VHR,ZNZ,2024-02-15,Delta,34
2732,COH,LLM,2024-01-19,American,43
2733,VAU,VHB,2024-03-21,JetBlue,21
2734,PSF,ABW,2024-01-06,Delta,0
2735,BLZ,VQW,2024-01-23,United,49
2736,RVU,FXW,2024-01-23,American,0
2737,PSB,BJZ,2024-01-23,United,3
2738,SFI,NDF,2024-02-03,Delta,16
2739,SFI,GKR,2024-01-18,Southwest,41
2740,WAS,LLM,2024-02-13,United,27
2741,CQU,AFQ,2024-01-31,American,18
2742,FTR,GPX,2024-01-22,JetBlue,19
2743,ZJO,XCK,2024-01-09,Delta,10
2744,GUL,KPN,2024-01-25,United,21
2745,GPQ,XWH,2024-03-29,American,0
2746,ZRA,KBJ,2024-02-24,Alaska,4
2747,BJZ,AFN,2024-03-19,JetBlue,14
2748,VHB,GPQ,2024-02-07,Spirit,0
2749,WJE,MFK,2024-02-01,Delta,17
2750,WYC,MBT,2024-01-17,Spirit,5
2751,UQG,EYC,2024-03-03,United,45
2752,YFS,LYW,2024-03-01,Spirit,41
2753,GPX,KXL,2024-01-09,United,0
2754,UQG,QJJ,2024-03-23,Spirit,6
2755,UQG,FTR,2024-03-04,JetBlue,8
2756,YWE,NDF,2024-02-11,Alaska,0
2757,FTR,AYW,2024-03-29,Southwest,13
2758,GNE,GDX,2024-03-01,American,0
2759,EYC,RNG,2024-03-22,Spirit,0
2760,EYC,WAS,2024-01-05,United,22
2761,OTB,BLZ,2024-02-27,Spirit,22
2762,VSP,SEJ,2024-01-28,American,0
2763,WGE,XWH,2024-03-14,United,27
2764,FTR,ZBF,2024-03-11,Delta,0
2765,ZQL,QAH,2024-01-11,American,15
2766,VAU,OGW,2024-02-15,United,26
2767,EYC,AFN,2024-02-29,JetBlue,9
2768,ZJO,NCB,2024-02-24,Southwest,19
2769,YWE,XCK,2024-02-22,American,0
2770,GDX,ZRA,2024-02-04,Southwest,6
2771,CKI,NDF,2024-02-26,United,5
2772,RVU,WOB,2024-01-10,American,0
2773,LYW,OMU,2024-03-05,JetBlue,6
2774,GCH,WOB,2024-01-11,Spirit,0
2775,MBT,TDM,2024-01-13,Delta,0
2776,ZNZ,ABW,2024-01-05,JetBlue,4
2777,BLZ,OFP,2024-01-26,Alaska,4
2778,OFP,ZBF,2024-02-08,Alaska,5
2779,TOL,YIC,2024-02-05,United,8
2780,QGM,FHC,2024-01-18,Spirit,19
2781,QAH,GNE,2024-03-10,American,27
2782,VHR,TOL,2024-02-08,American,0
2783,BGR,RNG,2024-02-21,Spirit,0
2784,EYC,QAH,2024-03-24,Delta,0
2785,HZP,WAS,2024-03-06,Spirit,0
2786,WJE,SEJ,2024-01-30,United,2
2787,FXW,LHA,2024-01-27,Southwest,0
2788,TDM,OGW,2024-03-16,Spirit,0
2789,PSB,QAH,2024-02-29,Alaska,0
2790,YWE,NCB,2024-01-11,American,13
2791,VHB,WGE,2024-03-30,Southwest,21
2792,FBQ,VAU,2024-02-27,Spirit,0
2793,COH,CKI,2024-02-17,United,1
2794,WIR,KPN,2024-02-09,Alaska,0
2795,VHR,GDX,2024-03-25,Spirit,9
2796,SRZ,NCB,2024-01-29,Southwest,0
2797,WGE,YIC,2024-02-21,Spirit,21
2798,ZQO,GGO,2024-03-09,American,0
2799,MFK,LKH,2024-01-03,JetBlue,2
2800,LFO,ZQL,2024-01-20,American,16
2801,FDY,WYC,2024-03-18,JetBlue,13
2802,WIR,SEJ,2024-02-18,United,63
2803,SEJ,KYZ,2024-03-09,Southwest,16
2804,VHB,HZP,2024-01-14,American,0
2805,FDY,OSE,2024-03-22,American,8
2806,NAI,CWP,2024-01-14,Alaska,0
2807,PSB,NDF,2024-01-05,Spirit,8
2808,GGO,FHC,2024-03-03,Delta,0
2809,GFY,BLZ,2024-01-09,Southwest,28
2810,VQW,FBQ,2024-01-30,American,0
2811,GPX,AYW,2024-01-09,Southwest,7
2812,GYL,FTR,2024-03-07,Delta,0
2813,CWP,MFK,2024-02-22,Southwest,44
2814,PNW,LLM,2024-01-17,JetBlue,3
2815,EPR,KFZ,2024-01-09,Southwest,46
2816,FBQ,KPN,2024-01-27,American,26
2817,XCK,QGM,2024-03-26,Southwest,19
2818,PNW,FHC,2024-03-14,American,17
2819,LKH,BLZ,2024-03-05,Alaska,17
2820,YIC,AFQ,2024-02-05,United,0
2821,XVC,GUL,2024-02-27,Delta,4
2822,RNG,FHC,2024-02-01,JetBlue,26
2823,OFP,FDY,2024-03-03,Southwest,9
2824,YWE,WIR,2024-01-06,Alaska,0
2825,NAI,VQW,2024-03-23,Southwest,8
2826,BGR,YDD,2024-02-08,Southwest,44
2827,KXL,NDF,2024-02-23,United,34
2828,NDF,ZJO,2024-02-25,Southwest,8
2829,QJJ,GPX,2024-01-24,Alaska,29
2830,FDY,IPF,2024-02-20,Alaska,2
2831,AFN,VSP,2024-01-21,American,0
2832,WYC,GPQ,2024-02-07,Alaska,0
2833,KYZ,YDD,2024-01-28,Southwest,41
2834,QPD,PSF,2024-03-11,Delta,4
2835,FTR,ZNZ,2024-01-14,JetBlue,5
2836,TOL,ZQO,2024-02-11,Southwest,4
2837,OSE,CWP,2024-02-02,United,48
2838,QCL,AFN,2024-02-29,Delta,42
2839,ZNZ,QPE,2024-03-29,Alaska,54
2840,LHA,YWE,2024-02-18,American,6
2841,LHA,RNG,2024-01-25,Southwest,15
2842,LFO,VHR,2024-02-02,Delta,0
2843,QGM,ZQL,2024-02-11,Alaska,39
2844,LHA,YWE,2024-03-03,Southwest,0
2845,KYZ,LYW,2024-03-11,Alaska,14
2846,BJZ,GNE,2024-02-26,United,0
2847,HZP,MBT,2024-01-21,United,0
2848,SFI,FHC,2024-01-13,United,0
2849,OMU,FAI,2024-03-09,Alaska,0
2850,SEJ,CWP,2024-01-10,Alaska,0
2851,PSF,VHR,2024-03-27,American,0
2852,WJE,VAU,2024-02-15,United,26
2853,ZVZ,GNE,2024-01-05,Alaska,0
2854,GPQ,ZVZ,2024-02-26,Alaska,14
2855,USN,QPE,2024-03-07,Alaska,34
2856,GPX,GNE,2024-03-25,Delta,0
2857,QJJ,GGO,2024-02-09,Southwest,0
2858,USN,KBJ,2024-01-01,Delta,5
2859,TOL,XWH,2024-01-26,United,33
2860,FTR,VSP,2024-01-26,Delta,13
2861,SFI,EPR,2024-01-04,Delta,0
2862,NCB,VHB,2024-03-28,Alaska,19
2863,KYZ,OTB,2024-01-13,Spirit,0
2864,HIT,CWP,2024-01-22,Delta,23
2865,EPR,UQG,2024-01-14,Spirit,18
2866,MFK,COH,2024-03-21,United,3
2867,ZJO,FBQ,2024-03-10,Southwest,0
2868,WGE,FAI,2024-01-30,United,0
2869,GYW,SRZ,2024-02-11,United,20
2870,VHR,RNG,2024-03-24,American,34
2871,VHR,QJJ,2024-01-28,Southwest,0
2872,OTB,KYZ,2024-03-25,Spirit,19
2873,MBT,WAS,2024-03-20,American,0
2874,AFN,KYZ,2024-01-28,Southwest,0
2875,UEC,TOL,2024-03-17,Southwest,9
2876,GYW,GNE,2024-03-09,Spirit,0
2877,FDY,CWP,2024-02-02,Delta,0
2878,KBJ,MFK,2024-03-21,Alaska,0
2879,QJJ,GKR,2024-03-29,United,15
2880,OFP,NDF,2024-03-22,Spirit,6
2881,GGO,ZRA,2024-03-26,Southwest,0
2882,KYZ,OFP,2024-01-03,JetBlue,0
2883,EYC,OSE,2024-02-18,JetBlue,0
2884,QPE,TOU,2024-01-30,JetBlue,19
2885,LKH,QGM,2024-01-02,United,0
2886,SFI,KXL,2024-01-16,American,0
2887,VSP,TOU,2024-02-24,Spirit,0
2888,BJZ,ZJO,2024-01-11,Delta,37
2889,ZQL,FTR,2024-03-04,American,2
2890,BLZ,WJE,2024-02-18,United,17
2891,WOB,LFO,2024-01-31,Alaska,12
2892,KBJ,VAU,2024-02-12,United,0
2893,MBT,ZRA,2024-03-23,Spirit,25
2894,PSF,AFN,2024-03-07,Spirit,14
2895,EPR,WOB,2024-02-06,Spirit,20
2896,CKI,TDM,2024-02-12,American,88
2897,BJZ,FBQ,2024-03-10,Delta,0
2898,HIT,BJZ,2024-03-28,Alaska,44
2899,FXW,OTB,2024-03-18,Spirit,4
2900,XWH,OGW,2024-02-11,United,15
2901,VAU,WYC,2024-01-01,Delta,9
2902,SIE,KYZ,2024-01-25,Delta,1
2903,QPE,GUL,2024-01-27,United,0
2904,NAI,NDF,2024-03-16,JetBlue,16
2905,FBQ,VSP,2024-03-05,Delta,0
2906,WGE,FXW,2024-02-29,American,25
2907,CWP,FXW,2024-01-26,United,1
2908,WGE,NDF,2024-03-18,United,0
2909,UEC,VQW,2024-03-14,Southwest,0
2910,QPE,BLZ,2024-02-04,Spirit,35
2911,KFZ,LYW,2024-02-16,Southwest,0
2912,XWH,CWP,2024-03-01,Southwest,17
2913,WGE,QCL,2024-03-19,Alaska,0
2914,XCK,PSF,2024-01-20,Spirit,25
2915,KFZ,SFI,2024-02-18,Southwest,23
2916,LYW,PSF,2024-02-08,JetBlue,46
2917,GPQ,WJE,2024-03-11,Alaska,6
2918,NDF,ZBF,2024-02-18,Southwest,23
2919,CQU,AFQ,2024-02-06,Southwest,11
2920,COH,FHC,2024-03-02,Delta,35
2921,OFP,ZQL,2024-03-01,United,0
2922,WJE,VHB,2024-01-01,Delta,24
2923,QCL,YFS,2024-02-17,Southwest,6
2924,RNG,EPR,2024-02-20,Alaska,8
2925,FTR,QJJ,2024-03-03,American,11
2926,WOB,LKH,2024-01-10,Southwest,15
2927,LFO,FAI,2024-02-19,JetBlue,7
2928,PNW,VHB,2024-02-25,American,14
